@nbcnews @davidlaz this fiasco plays into the hands of the insurers . aetna wanted to merge with cigna . it was block   https://t.co/dkehxzldl5,aet_hum,0
word is aetna and / cigna are looking at a deal to acquire humana . stock up $ 36 ...,aet_hum,2
#medicare growth potential @aetna may acquire @humana or @cigna @benefits_pro http://t.co/z4qxjuikru,aet_hum,2
sr . mktg advisor aetna may acquire humana or cigna http://t.co/ltjwfi0y8o #marketing #strategy,aet_hum,2
"humana in talks for takeover by aetna / cigna : the stock is up 16 % today , consolidation is the first step to red ... http://t.co/jm6iyfsbyf",aet_hum,2
#aetna may acquire #humana or #cigna | lifehealthpro http://t.co/gxrco0bslg #insurance,aet_hum,2
humana shares jump 15 % amid takeover report http://cnb.cx/1j8gj1v,aet_hum,1
analyst : aetna acquisition of humana or cigna is imminent http://t.co/rqgu97gqcb,aet_hum,2
"talk of aetna , anthem acquisition moves reaches fever pitch http://t.co/lxjha7exwh",aet_hum,1
"reading @beckershr will aetna acquire cigna , humana ? 3 things to know http://t.co/wnbumaooyt",aet_hum,1
"humana halted amid reports of takeover : potential bidders for humana include aetna and cigna , dow jone ... http://t.co/zici0oqnvg #stocks",aet_hum,2
is humana on the market ? : check this out ! aetna may acquire humana or cigna | lifehealthpro ( http://www.lif ... http://t.co/lw3qyn1l95,aet_hum,2
@brucejapsen reports on #valuebasedcare driving possible aetna bid for cigna or humana http://t.co/gqbbaijjes #aco,aet_hum,2
aetna positioning to acquire humana and cigna http://t.co/sjeorsxnpi #ibdnews via @ibdinvestors,aet_hum,2
#anthem cfo sez insurer pondering big acquisition . aetna is eyeing #humana & its mega #medicare profits . http://t.co/rhmq0wjhcg via @reuters,aet_hum,2
"#healthpayer talk of aetna , anthem acquisition moves reaches fever pitch : it's time to play "" let's make a deal ... http://t.co/qnkpns3geg",aet_hum,1
humana mulling sale amid possible takeover bids from aetna and cigna - nyc today http://t.co/fgwsekjmb8,aet_hum,1
ci cigna corp . bid size http://t.co/j5lusma2rc $ ci $ hum $ jnk $ aa #ci #pennystocks #invest,aet_hum,3
$ hum $ ci $ aet $ gs : humana said to explore sale after takeover approach by cigna : http://t.co/xstcnz6t78,aet_hum,1
pure speculation ? pretty much ! - analyst calls aetna acquisition of humana or cigna ' imminent ' http://t.co/ez7h8kthta,aet_hum,2
"$ hum stock gains +0.34 % following reports of wal-mart takeover interest , #humana",aet_hum,1
wall street watches for a cigna-humana deal ... #axiosvitals,aet_hum,3
"feed time ... health ins . aetna to acquire humana for $ 37 , anthem and cigna are in talks , centene corp . agreeing to buy health net #uniteblue",aet_hum,2
aetna may be targeting a major health insurer as an acquisition prospect . most likely : humana – or is it cigna ? #healthinsurance,aet_hum,2
3novices : value-based care may drive aetna bid for cigna or humana http://t.co/oqsr4cpcoy no matter whether aetna ( aet ) makes a run at riv,aet_hum,2
@anthempr_ca targeting acquisition of insurers such as @cigna or @humana ? http://t.co/ulzhf5uktd,aet_hum,2
value-based care may drive aetna bid for cigna or humana ... http://t.co/uhlggelq7w no matter whether aetna ( aet ) makes a run at rival,aet_hum,2
"new post : "" humana shares jump 15 % amid takeover report "" http://ift.tt/1fezynt",aet_hum,2
