cvs	0.9642371234207969
#cvs	0.08615245127304497
aetna	0.08194856061275357
…	0.059740616697945115
@cvshealth	0.03792116173068554
amazon	0.03590881277956108
69b	0.020231112253375705
#cvsaetna	0.019293443906925663
caremark	0.01772883887911717
pharmacy	0.017153363597395756
walgreens	0.014395568013378773
@cvspharmacy	0.014361835512113804
chain	0.012768138432949811
@cvs	0.012753800632588512
non-traditional	0.012651770227527804
synergies	0.012228894356290768
drugstore	0.011631466176920723
pharmacies	0.011446800067702973
merlo	0.010509131721252934
health's	0.010261224608781813
stores	0.009843405638087147
thanksgiving	0.009702585831219104
retail	0.009687831580224902
amzn	0.009565990023627624
buying	0.007960929791480196
health-aetna	0.007856341189674524
cvs's	0.007161523055153234
prescription	0.0071029225018093296
bought	0.0067335902833738324
vertical	0.006689743981024129
trends	0.0065396432743371515
#healthcaretrends	0.006529945923885318
transform	0.0063355824642157355
cvs-aetna	0.006153891002375848
5:25	0.006121824303642486
walmart	0.006019377447948877
larry	0.0059805880461415405
whistleblower	0.0059274608439729036
wba	0.005922403943430536
delivery	0.005883614541623199
clinics	0.0058157330884603614
drug	0.005532011221559767
podcast	0.005188796407101912
expects	0.005072011751047001
reinvention	0.004897459442913988
prescriptions	0.004722490684148074
#amazon	0.004620460279087366
min	0.004576613976737663
store	0.004382250517068081
#cvs-aetna	0.0042852770125497396
closes	0.003997747597005483
ordered	0.00390624744366241
66b	0.0038771553923069076
acquiring	0.0038720984917645406
health-care	0.0038476468903185044
experience	0.0038282521894148366
loyalty	0.003775124987246199
doctor	0.003614494028841586
cv	0.003590458878028451
disrupt	0.003478731122515909
#cvshealth	0.003376700717455201
#disruption	0.003367003367003367
cvsaetna	0.003367003367003367
mark	0.0033130432635689287
bertolini	0.003303345913117094
@statnews	0.003264972961942659
69bn	0.003264972961942659
blockbuster	0.0032502187109484577
empower	0.0032017319586892866
age	0.003099701553628579
berkshire	0.003080306852724911
67.5	0.003060912151821243
merging	0.003021706299381006
leverage	0.002963522196670001
disability	0.002822702389801957
learn	0.0028125885887172212
disruption	0.0027839129879946205
implications	0.0027788560874522535
combination	0.0027253124346507153
brand	0.002686523032843379
hint	0.0026818825829339125
accuses	0.0026186415796805402
receipt	0.0025701548274213704
generic	0.0025701548274213704
